model_name,F1,ROC,acc-class-1,acc-class-2,TPR,FPR,AUC,THRE
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,-0.1
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,-0.09000000000000001
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,-0.08000000000000002
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,-0.07000000000000002
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,-0.060000000000000026
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,-0.05000000000000003
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,-0.040000000000000036
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,-0.03000000000000004
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,-0.020000000000000046
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,-0.01000000000000005
SynClass,0.3333333333333333,0.5,0.5,,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,-5.551115123125783e-17
SynClass,0.7136363636363636,0.7142857142857143,0.6956521739130435,0.7368421052631579,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,0.00999999999999994
SynClass,0.7136363636363636,0.7142857142857143,0.6956521739130435,0.7368421052631579,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,0.019999999999999934
SynClass,0.7136363636363636,0.7142857142857143,0.6956521739130435,0.7368421052631579,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,0.029999999999999943
SynClass,0.7136363636363636,0.7142857142857143,0.6956521739130435,0.7368421052631579,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,0.039999999999999925
SynClass,0.7136363636363636,0.7142857142857143,0.6956521739130435,0.7368421052631579,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,0.049999999999999906
SynClass,0.7136363636363636,0.7142857142857143,0.6956521739130435,0.7368421052631579,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,0.059999999999999915
SynClass,0.7136363636363636,0.7142857142857143,0.6956521739130435,0.7368421052631579,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,0.06999999999999992
SynClass,0.7136363636363636,0.7142857142857143,0.6956521739130435,0.7368421052631579,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,0.0799999999999999
SynClass,0.7136363636363636,0.7142857142857143,0.6956521739130435,0.7368421052631579,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,0.08999999999999989
SynClass,0.6597222222222222,0.6666666666666666,0.7333333333333333,0.6296296296296297,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,0.0999999999999999
SynClass,0.6597222222222222,0.6666666666666666,0.7333333333333333,0.6296296296296297,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,0.1099999999999999
SynClass,0.6597222222222222,0.6666666666666666,0.7333333333333333,0.6296296296296297,"[0.         0.04761905 0.19047619 0.28571429 0.38095238 0.47619048
 0.47619048 0.52380952 0.57142857 0.76190476 1.        ]","[0.         0.         0.         0.         0.         0.
 0.0952381  0.19047619 0.19047619 0.33333333 1.        ]",0.7755102040816326,0.11999999999999988
